MB104-0021|Енох Ирадыг төрүүлж, Ирад Мехуиаелыг төрүүлж, Мехуиаел Метушаелыг төрүүлж, Метушаел Ламехыг төрүүлжээ.|Енох Ирадыг төрүүлж, Ирад Мехуиаелыг төрүүлж, Мехуиаел Метушаелыг төрүүлж, Метушаел Ламехыг төрүүлжээ.
MB104-0022|Ламех хоёр эхнэр авав.|Ламех хоёр эхнэр авав.
MB104-0023|Нэгийнх нь нэр Ада, нөгөөгийнх нь нэр Зилла.|Нэгийнх нь нэр Ада, нөгөөгийнх нь нэр Зилла.
MB104-0024|Адагийн төрүүлсэн Иабал нь майханд суугч, мал сүрэгтний дээд өвөг болов.|Адагийн төрүүлсэн Иабал нь майханд суугч, мал сүрэгтний дээд өвөг болов.
MB104-0025|Түүний дүүгийн нэрийг Иубал гэдэг байжээ.|Түүний дүүгийн нэрийг Иубал гэдэг байжээ.
MB104-0026|Тэрээр босоо ятгачид ба лимбэчдийн дээд өвөг болов.|Тэрээр босоо ятгачид ба лимбэчдийн дээд өвөг болов.
MB104-0027|Зилла бас Тубал-каиныг төрүүлжээ.|Зилла бас Тубал-каиныг төрүүлжээ.
MB104-0028|Тэрээр хүрэл ба төмрөөр янз бүрийн эдлэл хийдэг дархан болжээ.|Тэрээр хүрэл ба төмрөөр янз бүрийн эдлэл хийдэг дархан болжээ.
MB104-0029|Тубал-каины охин дүүг нь Наама гэдэг.|Тубал-каины охин дүүг нь Наама гэдэг.
MB104-0030|Ламех эхнэрүүддээ хандан Ада, Зилла, миний дуу хоолойг сонсоцгоо! Ламехын эхнэрүүд ээ, миний үгийг сонсоцгоо!|Ламех эхнэрүүддээ хандан Ада, Зилла, миний дуу хоолойг сонсоцгоо! Ламехын эхнэрүүд ээ, миний үгийг сонсоцгоо!
MB104-0031|Намайг шархдуулсны төлөө би нэгэн хүнийг алчихлаа.|Намайг шархдуулсны төлөө би нэгэн хүнийг алчихлаа.
MB104-0032|Намайг гэмтээсний төлөө нэгэн залууг алчихлаа.|Намайг гэмтээсний төлөө нэгэн залууг алчихлаа.
MB104-0033|Каины төлөө ногдох ял шийтгэл долоо дахин их бол, Ламехын төлөө ногдох ял шийтгэл далан долоо дахин их байх болно гэв.|Каины төлөө ногдох ял шийтгэл долоо дахин их бол, Ламехын төлөө ногдох ял шийтгэл далан долоо дахин их байх болно гэв.
MB104-0034|Адам эхнэртэйгээ дахин унтаад, эхнэр нь хүү төрүүлж түүнийг Сет гэж нэрлэв.|Адам эхнэртэйгээ дахин унтаад, эхнэр нь хүү төрүүлж түүнийг Сет гэж нэрлэв.
MB104-0035|Каины алсан Абелын оронд Бурхан надад өөр нэг үр хайрлалаа гэв.|Каины алсан Абелын оронд Бурхан надад өөр нэг үр хайрлалаа гэв.
MB104-0036|Сет бас хүүтэй болж, түүнийг Енош гэж нэрлэв.|Сет бас хүүтэй болж, түүнийг Енош гэж нэрлэв.
MB104-0037|Тэр цагаас эхлэн хүмүүс ЭЗЭНий нэрийг дуудах болжээ.|Тэр цагаас эхлэн хүмүүс ЭЗЭНий нэрийг дуудах болжээ.
MB105-0001|Адамын уг угсаа ийм билээ.|Адамын уг угсаа ийм билээ.
MB105-0002|Бурхан, хүнийг бүтээхдээ Бурханы дүр төрхөөр, эр эмээр нь тэднийг бүтээжээ.|Бурхан, хүнийг бүтээхдээ Бурханы дүр төрхөөр, эр эмээр нь тэднийг бүтээжээ.
MB105-0003|Тэдний бүтээгдсэн өдөр Бурхан тэднийг ерөөж, тэднийгээ хүн гэж нэрлэсэн юм.|Тэдний бүтээгдсэн өдөр Бурхан тэднийг ерөөж, тэднийгээ хүн гэж нэрлэсэн юм.
MB105-0004|Адам зуун гучин жил амьдраад өөрийнхөө төрхтэй, өөрийнхөө дүртэй адилхан хүү төрүүлж, түүнийг Сет гэж нэрлэв.|Адам зуун гучин жил амьдраад өөрийнхөө төрхтэй, өөрийнхөө дүртэй адилхан хүү төрүүлж, түүнийг Сет гэж нэрлэв.
MB105-0005|Сетийг төрснөөс хойш Адам найман зуун жил амьдарч бас үр хүүхдүүдтэй болжээ.|Сетийг төрснөөс хойш Адам найман зуун жил амьдарч бас үр хүүхдүүдтэй болжээ.
MB105-0006|Адам есөн зуун гучин нас наслаад үхэв.|Адам есөн зуун гучин нас наслаад үхэв.
MB105-0007|Сет зуун таван настайдаа Еношийг төрүүлжээ.|Сет зуун таван настайдаа Еношийг төрүүлжээ.
MB105-0008|Еношийг төрүүлснээс хойш Сет найман зуун долоон жил амьдарч, үр хүүхдүүдтэй болжээ.|Еношийг төрүүлснээс хойш Сет найман зуун долоон жил амьдарч, үр хүүхдүүдтэй болжээ.
MB105-0009|Сет есөн зуун арван хоёр нас наслаад үхэв.|Сет есөн зуун арван хоёр нас наслаад үхэв.
MB105-0010|Енош ерэн настайдаа Кенаныг төрүүлжээ.|Енош ерэн настайдаа Кенаныг төрүүлжээ.
MB105-0011|Кенаныг төрүүлснээс хойш Енош найман зуун арван таван жил амьдарч, үр хүүхдүүдтэй болжээ.|Кенаныг төрүүлснээс хойш Енош найман зуун арван таван жил амьдарч, үр хүүхдүүдтэй болжээ.
MB105-0012|Енош есөн зуун таван нас наслаад үхэв.|Енош есөн зуун таван нас наслаад үхэв.
MB105-0013|Кенан далан настайдаа Махалалелыг төрүүлжээ.|Кенан далан настайдаа Махалалелыг төрүүлжээ.
